#{"t_start": 1780269997.7590826, "env_id": "None"}
r,l,t
-148.526663,500,8.844151
-170.661908,500,110.794991
-170.631302,500,206.556677
450.613112,500,300.758896
-77.116761,500,439.823437
-170.411946,500,533.70102
-165.102908,500,630.218769
-116.14986,500,718.020281
-28.974854,500,838.579236
192.001411,500,934.347929
532.076724,500,1019.274693
-66.883716,500,1102.215071
-112.765275,500,1218.999778
268.061741,500,1295.006181
463.293028,500,1366.832195
275.728242,500,1431.815466
-106.723404,500,1540.586848
-109.666175,500,1612.636398
451.686138,500,1683.127474
271.049029,500,1746.156046
-83.065507,500,1850.533241
-54.532275,500,1915.937523
772.657672,500,1981.358057
460.624946,500,2049.549138
-160.633304,500,2153.964811
401.350714,500,2220.815574
-126.228128,500,2289.772641
-102.376482,500,2361.330268
-109.492487,500,2466.526552
-173.985312,500,2545.653701
325.497445,500,2626.707959
-157.608019,500,2700.023833
714.67659,500,2817.709586
-174.069851,500,2891.831791
50.510277,500,2979.911978
324.896891,500,3071.895654
-53.023922,500,3192.04977
-140.340767,500,3283.296459
321.245198,500,3381.8712
64.706456,500,3465.065409
104.846053,500,3588.66173
-105.943616,500,3691.60015
-165.520358,500,3696.469139
-157.785953,500,3788.064528
460.572652,500,3910.016791
-86.159549,500,3997.815444
-138.782572,500,4079.441051
62.566435,500,4160.557179
-101.496649,500,4273.362996
-171.030199,500,4364.2937
-171.76052,500,4455.58552
-159.122299,500,4536.783506
311.602551,500,4651.018183
236.547564,500,4724.725529
101.663311,500,4809.05361
-155.617257,500,4885.102927
-169.374573,500,4995.458962
-134.769085,500,5069.418719
252.059514,500,5148.088353
582.766646,500,5219.02914
510.89157,500,5321.426147
-16.040105,500,5390.111456
97.660792,500,5462.550544
-155.819258,500,5532.445341
71.52729,500,5644.54986
-170.832807,500,5711.944854
-4.544702,500,5780.237402
-144.756688,500,5850.989576
203.462275,500,5960.636328
-37.904058,500,6032.005354
-83.283906,500,6108.658649
-163.874035,500,6184.917306
-164.446565,500,6306.731918
22.45159,500,6378.702753
193.156092,500,6462.395615
-164.404315,500,6546.105156
-77.053557,500,6678.264339
-168.983106,500,6767.330362
-170.878123,500,6856.831791
-172.65958,500,6957.906951
-16.864889,500,7121.096174
434.479809,500,7222.199196
337.492725,500,7322.193388
843.448875,500,7426.787777
-164.824218,500,7586.975235
259.992032,500,7594.210696
41.500886,500,7702.14587
190.441135,500,7803.984162
-15.31831,500,7966.186801
-152.986126,500,8066.812241
-21.380649,500,8158.089217
198.234746,500,8264.293303
23.087705,500,8423.244808
-145.729525,500,8518.326498
-151.609827,500,8623.0262
-78.233615,500,8717.695571
314.320145,500,8873.960077
453.963012,500,8960.496819
617.077234,500,9045.099985
35.205449,500,9124.302945
604.613591,500,9252.27834
153.643468,500,9327.98795
191.391477,500,9400.725105
391.713517,500,9483.372966
-170.038202,500,9607.551863
694.679732,500,9678.696948
-152.316403,500,9749.600806
90.235714,500,9821.744613
-155.671096,500,9936.108525
506.20879,500,10011.159479
418.732031,500,10092.430288
-167.601795,500,10172.206699
508.749993,500,10294.982939
384.285967,500,10365.728947
610.529661,500,10441.558347
557.137981,500,10527.77332
-58.933727,500,10663.621965
-162.161509,500,10758.732494
311.335909,500,10848.349083
64.393833,500,10948.765169
-166.653473,500,11088.586991
-171.685422,500,11180.278527
-93.675039,500,11274.692229
-99.067594,500,11374.451656
708.807875,500,11517.702271
-119.784017,500,11615.462402
197.780177,500,11716.353922
100.200957,500,11723.175999
-169.662171,500,11882.105225
146.877007,500,11986.248174
-13.020459,500,12084.715808
234.315355,500,12198.207969
-168.886263,500,12365.663604
-83.564023,500,12468.82403
-132.708927,500,12567.233005
547.527164,500,12659.01022
-168.478093,500,12814.49808
-75.045728,500,12923.936693
423.370031,500,13027.099532
-76.952218,500,13116.520839
-154.246614,500,13283.43762
-157.745418,500,13375.031326
-155.981799,500,13464.709306
359.406819,500,13548.538866
46.862506,500,13686.996794
-147.597003,500,13769.426435
412.985822,500,13849.967027
-167.556763,500,13928.277259
699.253139,500,14064.884367
-170.779432,500,14140.463428
144.739711,500,14214.653894
-152.704401,500,14290.82554
437.388595,500,14431.407678
-168.904112,500,14509.72867
-134.72085,500,14590.44952
-165.181595,500,14674.563588
-112.520888,500,14820.949386
-167.981928,500,14904.297186
-168.321822,500,14989.176372
-118.521942,500,15078.877644
