#{"t_start": 1780269996.9252608, "env_id": "None"}
r,l,t
127.747105,500,9.680307
-82.065052,500,111.628799
-169.598912,500,207.389477
-119.596039,500,301.593554
205.379186,500,440.654414
-168.529506,500,534.530396
-65.657297,500,631.052277
-51.865569,500,718.850444
110.95863,500,839.410118
-7.819714,500,935.178585
116.682707,500,1020.106214
258.771837,500,1103.048651
-136.909164,500,1219.833405
-156.196567,500,1295.837758
-93.751576,500,1367.66371
-91.046574,500,1432.646101
-44.155647,500,1541.417755
283.569734,500,1613.467697
112.460579,500,1683.961024
-67.694007,500,1746.989601
-145.655774,500,1851.365061
-158.119237,500,1916.768577
-64.843999,500,1982.189125
-95.050531,500,2050.383732
-121.534348,500,2154.79832
-156.229478,500,2221.649955
40.518062,500,2290.606271
449.049604,500,2362.164011
357.837576,500,2467.360191
-138.664496,500,2546.486987
511.620389,500,2627.540385
222.732583,500,2700.855284
710.304574,500,2818.540702
10.248313,500,2892.663138
-98.947862,500,2980.744776
-84.546218,500,3072.728568
255.631278,500,3192.882335
94.195875,500,3284.127985
-33.450132,500,3382.703095
342.585785,500,3465.898846
470.121577,500,3589.495353
-100.39896,500,3692.434481
579.750782,500,3697.302701
422.51009,500,3788.895829
-170.874899,500,3910.848119
-173.050276,500,3998.648219
241.469169,500,4080.271882
318.618913,500,4161.390204
-148.853136,500,4274.194429
708.0264,500,4365.127109
385.189652,500,4456.416124
325.896386,500,4537.614721
97.844131,500,4651.851574
303.184841,500,4725.55821
194.107595,500,4809.888129
-169.845938,500,4885.931938
-174.062609,500,4996.292165
104.249733,500,5070.252226
-172.837584,500,5148.921264
456.83089,500,5219.860836
111.257842,500,5322.259781
311.664378,500,5390.942539
-22.666116,500,5463.382197
544.26464,500,5533.279274
697.862855,500,5645.382346
-169.739148,500,5712.776971
240.413187,500,5781.070928
-169.285029,500,5851.821971
141.474315,500,5961.469089
405.822269,500,6032.842344
-8.512581,500,6109.491547
4.952046,500,6185.750857
-136.731724,500,6307.563006
386.739151,500,6379.536412
-173.007845,500,6463.229198
125.887335,500,6546.937569
-169.638847,500,6679.095715
182.153526,500,6768.161798
172.753283,500,6857.662888
87.288306,500,6958.739913
300.475394,500,7121.930274
-168.997132,500,7223.030159
-157.052171,500,7323.026272
-53.26787,500,7427.621186
-87.624975,500,7587.808478
549.831399,500,7595.042302
336.31538,500,7702.980556
-136.92641,500,7804.817797
-162.872818,500,7967.020106
-156.964994,500,8067.645584
195.721799,500,8158.924996
5.936738,500,8265.124569
364.968481,500,8424.078117
-168.337654,500,8519.157997
509.386766,500,8623.859875
-169.543345,500,8718.529306
-166.517031,500,8874.791309
262.163751,500,8961.328452
119.719954,500,9045.933219
504.142818,500,9125.131426
-2.93216,500,9253.111478
93.133999,500,9328.822805
320.651936,500,9401.554645
175.252945,500,9484.203884
53.806109,500,9608.380865
89.589383,500,9679.530262
148.457163,500,9750.431692
-171.240631,500,9822.577761
212.700256,500,9936.942242
234.836235,500,10011.992816
331.005935,500,10093.263219
-172.912867,500,10173.039433
-174.29623,500,10295.814245
412.706122,500,10366.562915
-22.028891,500,10442.389416
-169.091142,500,10528.605591
807.63582,500,10664.454087
-139.018922,500,10759.566052
484.613335,500,10849.180035
-168.264439,500,10949.598815
-23.466464,500,11089.419422
490.952789,500,11181.112227
-174.550955,500,11275.523509
629.378568,500,11375.284989
-105.310871,500,11518.535927
-169.999241,500,11616.293493
381.551423,500,11717.187686
-82.120672,500,11724.006695
-76.848969,500,11882.938729
257.601375,500,11987.081733
-172.994236,500,12085.549462
-167.999275,500,12199.039832
-170.153337,500,12366.497262
-174.364745,500,12469.65602
-146.5777,500,12568.064175
137.87038,500,12659.839451
194.076119,500,12815.329116
68.418159,500,12924.770151
30.145658,500,13027.93412
23.275997,500,13117.352262
273.849239,500,13284.271411
39.620315,500,13375.862394
-144.737442,500,13465.540571
357.626616,500,13549.37019
-172.402293,500,13687.82805
-167.460698,500,13770.257952
595.359916,500,13850.799124
116.129967,500,13929.107616
471.698115,500,14065.717889
251.405818,500,14141.294524
-29.366815,500,14215.487694
450.293333,500,14291.657382
-173.793742,500,14432.240987
-169.969834,500,14510.562372
-58.968138,500,14591.283376
-18.339383,500,14675.394723
576.605818,500,14821.783725
-93.226875,500,14905.128411
106.594231,500,14990.008972
-170.710095,500,15079.71097
-172.884045,500,15229.411374
374.624175,500,15315.600394
-10.451417,500,15409.2646
47.203901,500,15496.294839
-159.288267,500,15662.406275
-146.595048,500,15769.309464
319.876783,500,15878.842174
-162.621425,500,15969.755709
-156.528451,500,16111.960471
-156.999512,500,16218.610692
-103.733798,500,16227.44068
-157.768634,500,16329.248152
389.66263,500,16490.987398
-124.599105,500,16596.455303
285.983455,500,16698.738837
-10.089262,500,16798.228417
-83.490958,500,16955.078442
-30.132122,500,17052.738402
41.293184,500,17157.369432
-120.56178,500,17248.723324
-166.953528,500,17409.61742
-158.769309,500,17494.493379
-124.520755,500,17585.393182
