#{"t_start": 1780269997.7907445, "env_id": "None"}
r,l,t
333.962412,500,8.815303
126.365465,500,110.76347
92.556604,500,206.525043
-110.771049,500,300.72736
49.174655,500,439.792639
7.106606,500,533.667556
-111.231525,500,630.18713
-117.842306,500,717.989881
-10.79963,500,838.549026
-154.724953,500,934.317493
188.195845,500,1019.240906
-96.598195,500,1102.183478
-106.062437,500,1218.968031
-119.470349,500,1294.975341
457.291896,500,1366.803423
572.773087,500,1431.784426
109.038432,500,1540.55518
192.18545,500,1612.604834
84.362439,500,1683.095857
264.669663,500,1746.124925
366.087378,500,1850.503736
624.075764,500,1915.906961
-153.46413,500,1981.326215
-156.634771,500,2049.518846
-109.022908,500,2153.933042
-113.450218,500,2220.784751
-116.125984,500,2289.741039
-172.748239,500,2361.29891
665.567664,500,2466.495029
-91.315093,500,2545.622092
528.698127,500,2626.6752
100.717326,500,2699.992189
180.877401,500,2817.677644
-169.616294,500,2891.799904
154.674909,500,2979.880369
746.674783,500,3071.863129
296.00357,500,3192.019626
-174.369432,500,3283.264738
566.0227,500,3381.840007
55.635675,500,3465.03385
263.489427,500,3588.630097
-146.764435,500,3691.569155
-91.942303,500,3696.437692
-172.851036,500,3788.03281
-47.63285,500,3909.98552
586.406834,500,3997.783818
-170.259694,500,4079.409238
-157.087008,500,4160.525593
460.240836,500,4273.331416
-125.794663,500,4364.261916
96.471851,500,4455.55277
-171.902201,500,4536.752125
-136.339252,500,4650.986885
316.162261,500,4724.694068
625.776098,500,4809.023409
22.672917,500,4885.068749
338.216817,500,4995.427237
-170.925855,500,5069.38717
188.760332,500,5148.056807
660.295271,500,5218.997763
475.551861,500,5321.394351
259.519316,500,5390.079833
-16.422472,500,5462.519417
-163.82813,500,5532.413668
-152.988183,500,5644.518602
-171.505834,500,5711.913204
359.479744,500,5780.205989
827.487244,500,5850.956851
-166.269362,500,5960.604868
95.230123,500,6031.974405
211.51796,500,6108.626103
-67.532388,500,6184.885717
193.035589,500,6306.701035
789.976648,500,6378.671199
-167.923596,500,6462.364033
214.547756,500,6546.072002
425.298283,500,6678.233581
179.220625,500,6767.299098
122.854192,500,6856.800128
163.042994,500,6957.874793
-170.059914,500,7121.064552
290.538172,500,7222.167514
405.128013,500,7322.161543
401.511034,500,7426.755875
523.235028,500,7586.94306
-164.16944,500,7594.179149
394.40705,500,7702.115611
244.309022,500,7803.952523
87.067931,500,7966.154754
