#{"t_start": 1780295858.7644758, "env_id": "None"}
r,l,t
39.251984,500,39.898799
-160.4138,500,77.73134
338.460152,500,116.156973
74.543698,500,153.565264
-146.470884,500,240.72011
135.369577,500,277.340516
294.165302,500,314.696556
357.135692,500,352.976818
597.380535,500,430.636129
707.64806,500,467.455039
99.37837,500,505.525708
689.0564,500,543.980905
354.739402,500,627.590102
382.571857,500,664.968094
263.513787,500,702.388432
704.866132,500,739.130336
-43.526818,500,816.606683
20.462684,500,853.333812
2.310807,500,890.167954
222.878019,500,928.838725
262.867814,500,1011.737136
152.211972,500,1049.707567
871.660814,500,1087.584573
300.27785,500,1124.450271
691.236004,500,1202.361953
235.358526,500,1238.885592
237.603982,500,1275.662652
423.522323,500,1312.94426
235.97268,500,1396.238961
870.326229,500,1433.290796
-173.487166,500,1472.483965
217.797509,500,1508.884975
-171.618812,500,1588.504711
205.715249,500,1626.401485
233.716941,500,1664.178864
254.23994,500,1700.359075
888.311731,500,1783.18446
443.751026,500,1820.993789
702.069152,500,1858.526547
-164.793804,500,1894.354727
819.637169,500,1971.969408
202.55649,500,2004.711689
838.087409,500,2040.384458
2.381651,500,2072.443932
-170.226686,500,2143.230875
244.592743,500,2175.184576
870.370631,500,2206.651543
466.590285,500,2237.036583
708.772537,500,2307.466732
4.811118,500,2338.378375
584.421398,500,2368.511086
481.712431,500,2399.073748
640.757868,500,2478.859404
658.304579,500,2516.10486
854.370155,500,2552.1246
56.535066,500,2588.167612
22.36606,500,2674.58349
874.341115,500,2712.351625
520.526259,500,2749.132382
-151.664511,500,2784.093625
-163.454608,500,2865.174104
371.569974,500,2901.320525
266.355031,500,2937.407859
814.863809,500,2975.180867
407.231682,500,3062.718822
223.518807,500,3099.383615
639.996633,500,3135.526667
251.319669,500,3173.281031
141.258682,500,3257.593012
-174.029979,500,3292.325635
869.429385,500,3328.621372
-159.161679,500,3367.026433
472.744318,500,3454.527425
295.210408,500,3489.79477
871.203005,500,3526.202534
756.49251,500,3563.510334
887.944349,500,3645.512679
