#{"t_start": 1780295860.104082, "env_id": "None"}
r,l,t
-170.912865,500,38.559675
-155.146325,500,76.390425
-165.069165,500,114.821677
148.923926,500,152.226308
-85.916062,500,239.38014
-170.006173,500,276.000818
-139.34642,500,313.35879
-128.00825,500,351.637229
119.670992,500,429.297846
668.604201,500,466.120289
872.705836,500,504.194113
-54.653697,500,542.641802
-43.710464,500,626.252816
655.285031,500,663.628797
801.179692,500,701.048491
254.523787,500,737.789395
-128.941438,500,815.269125
-73.551747,500,851.995193
296.66353,500,888.831276
833.816893,500,927.501057
546.880317,500,1010.397829
67.375396,500,1048.368721
885.346817,500,1086.246761
774.353111,500,1123.11003
182.636752,500,1201.024137
626.065059,500,1237.546357
213.027876,500,1274.323505
497.524089,500,1311.602819
273.256237,500,1394.900357
-164.677714,500,1431.953925
328.245383,500,1471.145219
-172.835763,500,1507.546077
784.897717,500,1587.165255
-168.401894,500,1625.060992
588.740609,500,1662.839958
790.409713,500,1699.019628
846.638738,500,1781.845902
-76.227658,500,1819.656075
57.708063,500,1857.191092
435.594678,500,1893.016904
567.121759,500,1970.630524
240.650858,500,2003.374837
-145.520517,500,2039.04414
-167.691717,500,2071.105075
35.229943,500,2141.892909
92.931115,500,2173.843012
-155.484789,500,2205.311948
634.777803,500,2235.69897
566.329923,500,2306.127553
-75.773246,500,2337.038961
-67.257381,500,2367.172663
0.697393,500,2397.736573
347.167356,500,2477.520447
292.687125,500,2514.766054
336.668771,500,2550.784134
19.38881,500,2586.827513
-171.114536,500,2673.248918
121.606403,500,2711.014059
824.89664,500,2747.792045
840.559235,500,2782.756333
667.717592,500,2863.835479
184.283732,500,2899.981162
391.509579,500,2936.06861
63.090598,500,2973.841631
435.817359,500,3061.379686
-160.134834,500,3098.043643
373.549184,500,3134.185977
20.966126,500,3171.942553
786.077724,500,3256.25345
147.052733,500,3290.986391
348.998037,500,3327.284873
-159.219759,500,3365.687307
-145.039644,500,3453.18865
-167.310229,500,3488.455634
120.960869,500,3524.864522
190.409142,500,3562.171306
24.58402,500,3644.176555
-137.309937,500,3677.973921
-132.581805,500,3715.673302
-168.908038,500,3752.704377
882.466882,500,3837.125465
877.420091,500,3873.153783
444.584833,500,3910.465914
886.453769,500,3948.963451
189.586908,500,4033.421901
758.612004,500,4068.976331
639.482534,500,4106.341184
864.633525,500,4141.961911
180.894798,500,4224.626208
-173.778571,500,4260.780524
528.395314,500,4298.012915
320.170102,500,4336.013183
856.483648,500,4420.05479
-142.971214,500,4456.328012
-93.583603,500,4493.594478
636.152131,500,4530.67126
848.481271,500,4610.486644
878.18846,500,4646.500138
814.916788,500,4683.936049
557.883175,500,4721.542694
693.518475,500,4803.95874
354.365986,500,4840.939954
832.219319,500,4878.435177
875.007449,500,4916.210296
-170.530573,500,4996.912768
882.405046,500,5031.03931
-162.034391,500,5065.434006
412.824935,500,5100.724946
193.842932,500,5169.059042
524.634625,500,5202.045845
-99.545925,500,5235.032642
-129.335533,500,5267.733987
670.973375,500,5335.099804
476.37483,500,5367.151597
782.080867,500,5398.465306
866.328735,500,5430.466186
-141.11805,500,5499.971779
257.673538,500,5536.534342
302.67481,500,5572.621991
645.493717,500,5611.293123
-135.912808,500,5692.771806
-126.853203,500,5730.600098
-132.24896,500,5765.305144
767.537959,500,5800.397088
682.652625,500,5881.475193
450.907059,500,5918.912083
831.677542,500,5956.352798
530.914782,500,5994.120339
-117.71243,500,6074.996571
398.031391,500,6112.79469
-87.194462,500,6148.266708
818.393522,500,6183.342963
-148.399673,500,6264.012552
407.763306,500,6301.472015
864.844878,500,6338.662475
395.317852,500,6376.487638
-132.63456,500,6458.705709
461.37226,500,6495.858354
773.769989,500,6533.926256
767.620855,500,6567.965388
91.359393,500,6649.112109
150.30314,500,6687.59777
343.720283,500,6726.04739
302.872637,500,6762.556476
495.813787,500,6839.674751
153.69796,500,6874.773616
317.704599,500,6909.116231
116.306182,500,6943.968761
870.939324,500,7014.526661
57.400261,500,7049.004126
424.108696,500,7083.799884
130.864787,500,7118.467214
19.454455,500,7193.452743
131.009889,500,7228.590873
308.430073,500,7263.457006
-135.627904,500,7298.390733
397.517861,500,7372.318442
96.677939,500,7404.864573
110.440667,500,7439.527937
423.509672,500,7474.844854
588.021591,500,7549.353718
353.409592,500,7585.32727
400.543727,500,7620.244287
182.287787,500,7655.38335
850.932326,500,7733.098359
147.751785,500,7767.593707
12.43621,500,7802.159268
876.301958,500,7836.022421
322.255495,500,7909.138324
488.758016,500,7944.790899
70.056424,500,7980.118029
866.257018,500,8014.889822
237.61309,500,8086.306637
8.638099,500,8118.934549
781.836455,500,8149.301401
357.82401,500,8179.311153
849.434185,500,8240.867881
121.536991,500,8270.931132
424.374869,500,8300.427782
525.113698,500,8330.992523
109.369555,500,8394.38123
130.216236,500,8424.53496
-170.328049,500,8454.393931
-145.16369,500,8484.169669
429.80497,500,8560.243469
118.907604,500,8595.623574
251.619155,500,8629.901678
310.210812,500,8662.377029
767.66774,500,8738.610683
258.749871,500,8773.793314
252.266691,500,8808.370698
206.648947,500,8842.873792
715.302146,500,8919.72043
858.571758,500,8954.358842
806.723694,500,8988.85625
626.310982,500,9023.74198
406.384816,500,9098.101455
429.180566,500,9132.39209
396.372842,500,9168.200781
472.636276,500,9204.153666
378.617441,500,9280.253274
120.598356,500,9315.152623
630.946742,500,9350.691063
144.083602,500,9385.913045
-51.331534,500,9461.561324
407.395548,500,9495.102977
734.553315,500,9529.847692
473.835775,500,9564.933171
493.587374,500,9642.382385
294.602865,500,9676.655353
863.319187,500,9711.547949
732.191325,500,9746.067361
207.823304,500,9823.26778
414.009569,500,9855.719023
669.361999,500,9889.530729
806.038765,500,9923.845401
856.113952,500,10002.92631
-132.174419,500,10038.493413
866.128272,500,10073.364325
-138.976596,500,10108.139668
-124.249229,500,10185.345656
850.431962,500,10217.925674
643.455328,500,10251.256272
772.257459,500,10286.225999
521.408864,500,10362.133764
450.666078,500,10397.330719
120.031391,500,10432.68402
846.913402,500,10467.646419
575.481136,500,10545.649737
863.968949,500,10578.442806
132.718541,500,10611.658285
54.678788,500,10647.370124
174.441406,500,10722.53317
868.086184,500,10757.273187
118.798754,500,10792.293844
720.903463,500,10827.062124
137.012666,500,10901.553417
870.045361,500,10936.878111
826.478198,500,10969.562812
327.016867,500,11003.212287
210.487746,500,11069.225884
840.86307,500,11100.441866
871.586442,500,11129.893004
879.263891,500,11159.849122
152.276628,500,11221.578853
392.640732,500,11251.864891
677.099366,500,11281.623422
464.330182,500,11311.170133
254.867467,500,11371.947184
471.236707,500,11401.381313
32.354626,500,11431.189253
414.686926,500,11464.662307
204.846105,500,11541.435987
829.719381,500,11576.221729
476.32028,500,11611.81226
236.198725,500,11646.646718
335.762137,500,11722.982515
183.825771,500,11758.792804
682.515181,500,11792.628718
692.61944,500,11825.72452
73.493378,500,11903.361582
871.734623,500,11938.684514
149.832317,500,11974.370705
738.069156,500,12009.872877
671.197753,500,12086.5563
872.554661,500,12121.465294
335.314971,500,12154.185814
878.254871,500,12187.892504
235.422428,500,12265.540717
85.009566,500,12301.016563
479.054059,500,12335.864501
273.77036,500,12371.390827
-164.629517,500,12447.487305
-160.592873,500,12482.295294
882.863703,500,12516.57371
211.567416,500,12552.202266
859.735536,500,12627.885462
757.16541,500,12661.899879
860.749027,500,12696.070185
853.14453,500,12730.011428
-173.655382,500,12799.552182
475.253849,500,12833.984541
628.23471,500,12866.675364
683.102693,500,12900.806244
-173.707046,500,12969.495883
-172.789233,500,13003.452709
670.676012,500,13035.961615
-151.174361,500,13068.722097
432.418464,500,13137.071261
593.525576,500,13170.499722
-170.11853,500,13204.917512
182.234848,500,13238.182463
369.417081,500,13307.700276
309.430351,500,13341.158844
299.029273,500,13375.039539
698.019769,500,13409.499063
616.840361,500,13476.700886
-173.449769,500,13509.801947
452.302882,500,13543.555313
683.31226,500,13576.83061
501.731954,500,13646.431979
421.231862,500,13679.824596
40.089052,500,13713.691497
413.879262,500,13747.552742
639.275307,500,13815.70772
853.082653,500,13847.786096
-163.469989,500,13880.706648
276.514661,500,13914.982502
367.371023,500,13978.652805
435.62817,500,14008.98994
406.917948,500,14038.611901
399.298043,500,14067.846423
16.71443,500,14125.872197
794.117468,500,14154.44603
394.60889,500,14183.146327
822.817503,500,14212.534763
724.81712,500,14269.832702
-148.357334,500,14299.082214
304.937212,500,14328.273791
-145.695518,500,14357.434966
340.359796,500,14423.868991
197.484308,500,14457.250232
431.893736,500,14489.53621
707.130449,500,14522.943545
578.435755,500,14591.764816
369.786574,500,14626.308497
653.493315,500,14659.726355
859.576216,500,14693.030185
450.153611,500,14763.387942
-169.0779,500,14796.657541
357.692142,500,14829.390754
813.851645,500,14863.223392
741.323932,500,14931.011303
568.498546,500,14965.111893
148.205833,500,14998.492695
608.589202,500,15032.457215
446.065925,500,15101.468033
597.932498,500,15136.108769
46.188794,500,15169.034136
743.367327,500,15201.666839
880.792944,500,15271.260787
250.0613,500,15304.88745
713.342168,500,15338.709884
701.871374,500,15373.244868
325.532073,500,15441.992249
843.953693,500,15474.817287
135.538377,500,15509.508027
744.090351,500,15543.174401
99.21421,500,15609.689586
877.459466,500,15643.581699
