timestep,gain,error_deg,locked,reward
50,0.36659505089546335,10.84870227488537,0.1,0.22580675448318308
100,0.27929967395165134,11.288187909632608,0.2,0.21800418343870503
150,0.1221837358281288,12.251377043285244,0.0,-0.10089205951628193
200,0.06043012011301123,12.558109600359119,0.0,-0.22656418320854774
250,0.0826331293701753,12.247306577554754,0.0,-0.13949934921385201
300,0.09768342370871852,12.692349132527111,0.0,-0.11480460452803365
350,0.07770196339964389,13.210640086733147,0.0,-0.23912878011762637
400,0.1209962472840009,13.490345736328274,0.0,-0.076969654412926
450,0.13634294133802144,14.461148414744988,0.0,-0.09093211538105905
500,0.10037524143603568,14.166984640826012,0.0,-0.19760597318934794
550,0.0501314657688842,14.685099071407464,0.0,-0.18918660225069922
600,0.08819588710085476,14.207814963651572,0.0,-0.13759154522088268
650,0.0967657147415066,14.084977230011058,0.0,-0.1266480246478404
700,0.09029142881067802,15.076026824069691,0.0,-0.17547802019518158
750,0.04792097879441485,15.310275728029236,0.0,-0.2618774245903394
800,0.012202810042770393,15.780301279324433,0.0,-0.3332446170688629
850,0.03787389726797079,14.784861853927882,0.0,-0.23527048090532626
900,0.05345393137700429,14.276178307442095,0.0,-0.19326663387131007
950,0.03955865460387131,14.622350518611034,0.0,-0.20999589079575473
1000,0.03012525697514169,15.6678337180492,0.0,-0.2735091669964722
1050,0.03848506137311191,15.220008710616971,0.0,-0.20936001120491618
1100,0.01910444643574872,15.368596955675576,0.0,-0.327044953575211
1150,0.05176285871833943,14.876258296503655,0.0,-0.1387079207648872
1200,0.03553740021171921,15.337669498501194,0.0,-0.2565123283764966
1250,0.038233783809003274,15.407889378682366,0.0,-0.2911027394612444
1300,0.03561893703568984,15.677448462269542,0.0,-0.27871557277771064
1350,0.07190002272518876,15.139688853305566,0.0,-0.10773462474281874
1400,0.15455461645036156,14.689283218256733,0.1,0.022612120272649795
1450,0.1728262929534074,14.84281280272096,0.1,0.027915171853698538
1500,0.13948365444291352,15.33844396801301,0.1,-0.004076684257637952
1550,0.06786027408191335,15.731075527872303,0.0,-0.2087923614859116
1600,0.011697833486298208,15.882390557343388,0.0,-0.3210082933783434
1650,0.04093603134029912,15.57204339992399,0.0,-0.2285076048085876
1700,0.07114176034348992,15.268621667307618,0.0,-0.21875684862631023
1750,0.023695622430715806,15.534045777602206,0.0,-0.27423459106194414
1800,0.045536655257290004,15.080343563962359,0.0,-0.18288975127248527
1850,0.0481954028834966,15.256303029954063,0.0,-0.19808162715275954
1900,0.0751575937896763,14.859940709467892,0.0,-0.13234246078547765
1950,0.1256109909031223,14.183563764022887,0.1,-0.046037637520515574
2000,0.136777237745156,14.43063652725119,0.1,-0.055238451682827774
2050,0.16679263271236175,13.767668935366709,0.1,0.017447860530935416
2100,0.18835339893558967,13.937753140629287,0.1,0.06000147078874496
2150,0.12971763078063736,13.946278920793555,0.0,-0.09706353518378626
2200,0.14343363897498804,14.46942207844224,0.1,-0.05271196494430719
2250,0.11152241439563529,15.21862634440185,0.1,-0.10352063345186988
2300,0.1042422170361967,15.454910108029997,0.1,-0.12587072618802184
2350,0.10304070836953876,15.442962250935741,0.1,-0.14254020389773173
2400,0.07471662587249184,15.476295238314156,0.0,-0.131166424039533
2450,0.06642193158295526,16.190827663302706,0.0,-0.2641899835860889
2500,0.06807954339232458,16.34474428237058,0.0,-0.17205105066888338
2550,0.12707152018573273,16.711333300871633,0.0,-0.04571432751474776
2600,0.10807059739728102,16.899211284280085,0.0,-0.17178065140739382
2650,0.09128214656945215,16.92327858374579,0.0,-0.17270179283196602
2700,0.13957215765098746,16.55127833870034,0.0,-0.02824779060594444
2750,0.13495678215868812,17.122886009774877,0.0,-0.10363502456491394
2800,0.07500875175503395,17.858180821992477,0.0,-0.22568653977281153
2850,0.030095816614616366,18.554154116275136,0.0,-0.25106632736170875
2900,0.0437083869080435,17.823475494214016,0.0,-0.30204794699729237
2950,0.10381326501283383,18.408345022357217,0.1,-0.13255532326007508
3000,0.08676087618718994,17.240804298055153,0.0,-0.19907793844618055
3050,0.07196869962485022,17.59127316161022,0.0,-0.18401651761844726
3100,0.09852209172284565,17.4576591041288,0.0,-0.12582314525348398
3150,0.20642136142227924,16.71654420336005,0.2,0.1362127290517794
3200,0.20850669410036832,16.174346380206746,0.2,0.14764594934466344
3250,0.2190026291682971,14.885948412354807,0.1,0.08832330909227337
3300,0.25526513180600247,14.321624536483986,0.1,0.1720477597320141
3350,0.14297280420673228,14.94680893925683,0.0,-0.04004911631311207
3400,0.13764181800266545,14.683417184521437,0.0,-0.08021603735117852
3450,0.11527553568889537,14.47108867248446,0.0,-0.09084744685111315
3500,0.08041234832878356,14.404570077523772,0.0,-0.1331347918816546
3550,0.13479348572698086,14.314005929441725,0.0,-0.031518573698458584
3600,0.15020149212219228,13.572592308917015,0.0,-0.043082237977556594
3650,0.14141600624948064,13.22090162396126,0.0,-0.011660682670727517
3700,0.09344856329700402,14.197461677461643,0.0,-0.1860156888149884
3750,0.17832769522173547,14.852351960102999,0.1,0.008038218489228482
3800,0.1521105121489462,14.02050585943475,0.0,-0.0806308833757198
3850,0.04059894082417503,14.728811284536167,0.0,-0.22592358250158012
3900,0.09214544936110106,15.076283485886611,0.0,-0.21462786111028795
3950,0.08489744423251216,16.387664284934196,0.0,-0.23119343206778825
4000,0.046381663500022804,15.346745878210436,0.0,-0.2710667713414171
4050,0.04618141587116512,16.04744489902601,0.0,-0.23054919379157016
4100,0.06404666983741336,15.848035100447387,0.0,-0.19856732452111372
