#{"t_start": 1780311736.168342, "env_id": "None"}
r,l,t
23.877112,500,35.451947
-34.270224,500,68.118649
487.353948,500,100.44619
21.221585,500,131.280975
67.596771,500,200.39065
-159.643799,500,233.566861
-105.915919,500,266.048681
458.762852,500,299.51901
251.168707,500,372.921947
563.892861,500,405.685285
334.676772,500,438.423736
-24.252059,500,470.226238
-158.685165,500,541.179169
67.719947,500,573.790611
281.537158,500,606.42811
287.621815,500,640.883463
-137.63837,500,715.016983
609.862577,500,747.076997
824.534235,500,779.504004
141.501145,500,813.821733
-174.658565,500,888.604316
-174.509924,500,920.321282
848.55233,500,951.785243
789.892774,500,981.688569
678.596623,500,1051.655003
63.012002,500,1079.774724
583.85861,500,1108.498334
805.587292,500,1137.117706
30.519429,500,1198.974777
562.361768,500,1226.95374
792.673253,500,1254.160914
838.487913,500,1282.310073
-157.45042,500,1343.288687
294.307258,500,1369.981134
74.11088,500,1397.026643
671.372484,500,1428.454469
242.140106,500,1503.319166
649.097629,500,1535.953755
-161.507501,500,1569.434876
156.04921,500,1602.642401
277.618604,500,1676.284589
-47.534644,500,1709.465178
776.811948,500,1741.248398
254.197412,500,1773.295228
359.898855,500,1844.77896
180.104872,500,1877.125756
256.014332,500,1909.452615
158.333676,500,1941.825249
125.612374,500,2016.602599
763.532087,500,2049.96519
706.526721,500,2083.105058
562.39897,500,2117.538588
-125.238744,500,2198.724344
683.785202,500,2237.085939
373.247959,500,2272.798807
-5.168551,500,2311.786793
505.741243,500,2398.990371
358.241765,500,2434.608028
-50.109257,500,2471.72682
452.672511,500,2506.44276
406.939057,500,2590.029854
-41.590028,500,2625.969284
188.323881,500,2663.310168
880.298835,500,2701.282528
764.946775,500,2787.843048
246.312426,500,2825.020207
512.985757,500,2860.713461
688.976335,500,2896.013368
326.696707,500,2979.198539
125.299705,500,3015.396734
704.814602,500,3053.560941
407.173083,500,3088.940174
691.035142,500,3175.615882
866.032803,500,3212.92026
694.360392,500,3249.379962
853.988973,500,3283.468406
375.112877,500,3369.675012
816.496483,500,3407.169945
691.429501,500,3444.553193
307.345862,500,3480.934874
870.628742,500,3568.67121
698.460717,500,3606.809146
339.532854,500,3642.468859
689.511154,500,3677.737359
659.795715,500,3761.522978
275.229422,500,3797.348223
690.410822,500,3832.839018
878.992852,500,3869.58346
736.452905,500,3958.900547
-100.819367,500,3993.766541
169.597081,500,4029.973377
858.947108,500,4063.478289
435.515785,500,4139.373028
753.972527,500,4167.716059
473.568571,500,4197.88221
288.699555,500,4229.454717
796.415759,500,4298.698954
145.853396,500,4329.529511
872.969067,500,4359.543731
177.63754,500,4389.379801
784.940279,500,4460.267062
853.419088,500,4491.454938
252.423532,500,4526.355152
44.709866,500,4560.21375
-150.859568,500,4640.911155
54.282967,500,4677.243996
518.979903,500,4710.811498
691.755656,500,4743.803609
126.311474,500,4817.333441
868.558612,500,4850.019605
150.945088,500,4883.165151
340.738262,500,4916.386693
94.557958,500,4987.324382
496.401721,500,5019.321673
663.218781,500,5053.260827
321.28149,500,5086.338164
576.320527,500,5160.631604
302.82085,500,5192.950532
785.139198,500,5226.512186
829.110254,500,5262.191915
529.248365,500,5350.454913
867.311775,500,5388.641243
635.102134,500,5423.335369
780.596107,500,5458.561845
248.638261,500,5548.314276
28.032388,500,5585.543321
50.016097,500,5624.001559
656.573442,500,5660.466161
42.669762,500,5745.386178
