#{"t_start": 1780311731.9667528, "env_id": "None"}
r,l,t
361.484415,500,36.248189
-26.558907,500,73.362029
249.169518,500,109.314447
421.964077,500,144.782255
182.692734,500,222.160894
-155.768676,500,258.657138
-132.995245,500,294.26949
-172.89602,500,331.620322
57.642018,500,412.128618
355.987379,500,448.292317
276.894952,500,482.877698
175.003891,500,518.403598
131.598146,500,599.869332
531.58242,500,635.523137
737.186129,500,673.45028
-141.002476,500,710.259664
420.812995,500,790.280563
787.320098,500,826.897928
-169.704192,500,864.6367
283.399934,500,901.171551
448.166332,500,976.126897
525.798796,500,1009.899188
377.490968,500,1043.634377
600.761657,500,1074.790019
208.52345,500,1142.791964
286.740213,500,1175.437457
-163.939003,500,1207.047999
287.006853,500,1239.429378
790.059174,500,1308.361314
390.068442,500,1340.534932
157.839921,500,1371.276685
729.99105,500,1402.578874
217.57689,500,1481.429828
-155.684975,500,1518.025135
624.619694,500,1554.897363
-163.033003,500,1589.725028
5.458178,500,1669.619658
167.777572,500,1706.559657
-99.521547,500,1741.59074
827.50906,500,1776.813465
392.414482,500,1855.359418
801.765474,500,1890.609668
261.492974,500,1927.683568
-148.378009,500,1963.012285
782.994081,500,2042.196278
-172.014644,500,2078.86067
-135.917769,500,2115.208382
355.459471,500,2153.21912
153.299778,500,2246.092008
194.107308,500,2286.220836
181.866886,500,2326.073588
598.847638,500,2368.327143
841.138208,500,2460.905668
-155.492842,500,2498.770911
46.325476,500,2537.689726
-153.575283,500,2577.558928
403.557607,500,2670.883264
311.106409,500,2710.621831
-76.178672,500,2752.157839
840.502559,500,2790.85758
636.471792,500,2883.20771
328.639398,500,2920.907226
-18.218368,500,2961.238282
107.39318,500,3000.876161
587.844001,500,3095.003632
265.63552,500,3135.879797
82.898029,500,3176.170446
858.286871,500,3217.100378
-165.853406,500,3304.854362
597.557598,500,3344.336917
73.011158,500,3385.981778
845.420224,500,3425.47139
143.288126,500,3518.658969
315.943595,500,3559.990408
725.33851,500,3599.249331
884.742599,500,3637.299372
198.593772,500,3725.689302
783.984878,500,3766.395896
-170.591941,500,3805.917496
854.964944,500,3844.692974
-173.560673,500,3940.620558
883.65046,500,3980.207457
778.019562,500,4016.543167
865.957804,500,4055.591352
879.458931,500,4139.207413
-174.599691,500,4171.284343
-159.505121,500,4204.569736
523.472535,500,4240.179013
806.570308,500,4316.948005
871.051482,500,4351.575692
-62.726295,500,4383.652616
98.822531,500,4419.48877
869.316459,500,4497.188882
78.48768,500,4536.435385
866.039984,500,4571.833192
562.272937,500,4610.072165
874.917871,500,4701.536837
809.660212,500,4736.745294
-128.697356,500,4774.051344
869.17664,500,4811.7404
114.110186,500,4891.953287
-171.482566,500,4929.107377
334.628834,500,4964.559705
496.16893,500,4999.984289
-169.689373,500,5080.8616
582.805411,500,5117.772582
455.630621,500,5155.341767
153.929327,500,5191.734937
402.221208,500,5279.184902
-156.880762,500,5319.739383
750.897863,500,5361.34205
-147.329087,500,5400.830951
105.571631,500,5491.764425
239.675574,500,5533.611133
-169.225175,500,5573.291455
873.601266,500,5614.638734
760.087195,500,5709.206381
