#{"t_start": 1780311730.3666747, "env_id": "None"}
r,l,t
-160.319131,500,37.846982
472.218439,500,74.961503
33.140951,500,110.914057
-158.477492,500,146.381958
-62.801723,500,223.761297
-122.646464,500,260.254087
58.157169,500,295.868638
468.827361,500,333.218816
764.017947,500,413.728114
-15.450557,500,449.891825
510.247491,500,484.477133
555.696221,500,519.999933
-106.112342,500,601.469607
230.497022,500,637.121684
-172.69084,500,675.049957
114.957223,500,711.858471
393.380303,500,791.880131
-168.306882,500,828.49635
397.946211,500,866.236251
350.243262,500,902.771425
145.843506,500,977.726181
607.868308,500,1011.499054
-168.98881,500,1045.228763
-169.689758,500,1076.391829
195.904863,500,1144.391208
32.184277,500,1177.036727
645.269865,500,1208.646672
14.511015,500,1241.028615
568.983255,500,1309.959941
-158.34905,500,1342.135774
411.546294,500,1372.876343
71.405384,500,1404.177814
-168.072177,500,1483.030581
422.438822,500,1519.623247
-164.397,500,1556.496015
750.677345,500,1591.324596
161.272973,500,1671.218236
213.396811,500,1708.159068
865.554105,500,1743.189201
189.036247,500,1778.412782
711.694391,500,1856.958951
859.697549,500,1892.209319
100.090348,500,1929.282977
354.593243,500,1964.612762
558.677532,500,2043.793929
-46.421911,500,2080.461302
549.232964,500,2116.805407
871.578968,500,2154.817632
-141.626866,500,2247.692665
795.201243,500,2287.819335
447.496424,500,2327.673396
808.258486,500,2369.926681
567.734097,500,2462.505385
182.363322,500,2500.370745
393.404408,500,2539.290049
276.773227,500,2579.159161
741.761362,500,2672.482552
-135.519404,500,2712.221562
88.39575,500,2753.756161
808.358269,500,2792.457372
131.82636,500,2884.807138
660.026141,500,2922.507041
281.872674,500,2962.83799
62.386167,500,3002.4717
-149.445599,500,3096.601419
356.495801,500,3137.479028
885.844256,500,3177.77043
814.090828,500,3218.699795
816.307207,500,3306.453975
748.037575,500,3345.937025
391.188185,500,3387.58059
-158.376724,500,3427.070843
875.434719,500,3520.258594
711.265492,500,3561.588208
340.887622,500,3600.849768
782.822537,500,3638.898545
816.200965,500,3727.289887
-174.320279,500,3767.995631
-173.644205,500,3807.516635
578.4792,500,3846.292711
-136.017213,500,3942.219005
500.804836,500,3981.807722
864.88134,500,4018.143565
184.496479,500,4057.191565
822.937533,500,4140.805119
644.3557,500,4172.885843
-174.257718,500,4206.169502
-166.537124,500,4241.778036
56.885129,500,4318.547701
318.080636,500,4353.175469
430.230813,500,4385.252264
-169.66317,500,4421.086123
-154.573382,500,4498.789288
-156.708539,500,4538.035223
325.698289,500,4573.433851
402.267036,500,4611.672515
442.790233,500,4703.136752
-19.860763,500,4738.345015
85.386231,500,4775.65097
-173.811412,500,4813.340013
-156.643472,500,4893.553147
-165.741947,500,4930.706731
127.916245,500,4966.16007
645.835789,500,5001.583584
268.162302,500,5082.461888
880.988426,500,5119.372474
755.371825,500,5156.942831
241.789025,500,5193.335198
740.740371,500,5280.785404
-41.889528,500,5321.337836
499.014971,500,5362.940717
830.321525,500,5402.42997
-135.087344,500,5493.362404
576.184064,500,5535.209388
438.417246,500,5574.890924
839.245707,500,5616.239845
462.970206,500,5710.806487
872.337052,500,5751.12978
839.113787,500,5792.062099
881.0892,500,5833.485137
-173.685612,500,5923.456651
710.690301,500,5964.676681
460.56997,500,6005.741842
866.182172,500,6046.203417
226.748496,500,6137.145206
235.891641,500,6175.899159
575.369749,500,6215.126534
-158.02375,500,6257.145847
54.092188,500,6344.027236
-175.153216,500,6384.951542
713.228976,500,6425.597137
840.112146,500,6466.797737
880.83383,500,6562.200828
536.277286,500,6600.810339
286.166127,500,6639.026214
-120.262904,500,6678.939306
811.059583,500,6766.676441
461.103921,500,6806.12454
408.201215,500,6847.619711
371.691972,500,6887.544529
870.578621,500,6982.369448
763.256146,500,7023.62949
-173.124625,500,7061.651075
622.494762,500,7097.531477
474.508777,500,7184.413026
444.093798,500,7220.301938
-167.385457,500,7255.158164
782.653914,500,7290.337059
119.788448,500,7369.317294
307.815351,500,7404.661778
772.461072,500,7438.087293
735.529172,500,7471.761887
334.697858,500,7547.695496
473.008574,500,7582.158406
393.409587,500,7621.398571
869.01601,500,7662.672998
353.939014,500,7758.874629
-164.437832,500,7798.194531
-165.501123,500,7835.633959
677.010216,500,7874.894562
245.894847,500,7970.724373
377.390698,500,8008.577176
607.157555,500,8045.031536
667.206014,500,8085.620176
-164.816841,500,8179.232257
863.152891,500,8217.531505
-149.748465,500,8256.282854
356.825796,500,8295.197604
859.332186,500,8389.247715
-171.998057,500,8429.967899
350.136757,500,8469.077608
871.147176,500,8508.050287
631.707875,500,8596.897341
515.423511,500,8637.635251
882.957301,500,8678.298361
-158.322256,500,8718.277346
635.64593,500,8811.176681
810.816606,500,8851.136065
854.001189,500,8893.123091
415.504692,500,8933.635382
446.097406,500,9022.742934
837.373097,500,9059.894881
-174.125817,500,9098.824676
398.343563,500,9138.747123
150.172725,500,9234.01965
626.983687,500,9276.026798
-157.811842,500,9318.597233
870.854696,500,9357.942703
543.578084,500,9451.480945
181.187561,500,9490.700844
646.370676,500,9527.493053
856.366521,500,9564.747108
723.586936,500,9658.453981
399.175174,500,9699.668937
178.133067,500,9741.128988
791.0775,500,9782.76684
774.031802,500,9878.768588
195.21967,500,9919.887746
871.077532,500,9959.445199
-148.833281,500,9995.592253
575.350152,500,10078.957091
494.094276,500,10120.040498
851.96348,500,10160.373065
833.137183,500,10201.521408
857.574886,500,10286.027262
874.466379,500,10320.684882
517.434742,500,10356.095554
871.597498,500,10391.489611
448.966874,500,10463.214224
454.44256,500,10496.925201
867.238044,500,10530.045723
805.380541,500,10563.303426
860.878995,500,10641.273014
-144.212546,500,10678.481546
406.631711,500,10718.331969
130.371304,500,10759.745718
835.214924,500,10849.366542
73.079971,500,10889.036737
434.454183,500,10930.492945
95.061535,500,10968.734399
133.548349,500,11054.659248
322.527114,500,11092.511717
17.841713,500,11134.619395
860.940132,500,11174.023931
-159.411471,500,11262.132024
98.853719,500,11303.862278
291.192576,500,11343.580713
143.638134,500,11384.564411
867.540226,500,11478.871143
225.046617,500,11517.67768
66.397638,500,11554.38578
156.641997,500,11589.11227
388.979988,500,11681.885822
793.722288,500,11724.223493
531.133976,500,11763.676879
777.410786,500,11804.923988
732.312363,500,11900.751498
867.491842,500,11938.068184
865.651742,500,11975.953154
875.481514,500,12016.351826
178.024316,500,12102.204269
326.536634,500,12139.729535
281.19667,500,12179.208521
123.744688,500,12221.305871
-74.028308,500,12314.800647
815.007658,500,12353.252616
722.762274,500,12390.320789
218.977432,500,12432.102735
142.058337,500,12524.715962
-145.786792,500,12562.932047
815.072582,500,12601.19035
256.811218,500,12638.835247
84.651399,500,12725.015738
768.119777,500,12763.697842
674.011683,500,12800.679683
79.20613,500,12842.481588
256.404938,500,12937.103895
337.912982,500,12978.390712
362.207273,500,13018.345899
321.217716,500,13060.601661
423.463338,500,13150.29885
851.71924,500,13187.938846
507.182753,500,13223.733934
272.615962,500,13260.957708
397.332498,500,13349.342398
786.59941,500,13385.2755
854.968546,500,13421.498018
405.512763,500,13455.709213
176.303608,500,13535.775805
825.50296,500,13569.947418
144.29755,500,13603.624293
872.795677,500,13638.211949
172.106001,500,13712.189479
833.862183,500,13747.125777
14.805448,500,13784.768471
230.56123,500,13824.900076
624.090717,500,13921.913895
227.476834,500,13961.599117
372.796631,500,14002.413353
626.099514,500,14042.895951
-21.540102,500,14132.723342
682.978254,500,14174.579413
100.514489,500,14212.80599
565.802804,500,14250.918115
29.513584,500,14337.574079
235.335665,500,14376.949849
597.08838,500,14416.359202
410.276388,500,14456.995955
640.120068,500,14544.361019
184.801451,500,14583.060917
-42.679899,500,14624.236382
628.119684,500,14664.26566
882.385838,500,14757.722027
747.4515,500,14796.957574
241.253994,500,14833.726932
668.743586,500,14873.189972
836.165211,500,14956.683519
444.568182,500,14994.958139
745.216808,500,15035.990931
807.515979,500,15076.515358
848.189413,500,15171.334379
307.532812,500,15212.868244
0.256983,500,15252.93765
263.185249,500,15294.498507
662.954668,500,15381.05558
639.99495,500,15419.800574
774.076451,500,15456.974042
277.236916,500,15495.610318
866.241534,500,15586.883013
833.215722,500,15627.029025
621.332305,500,15669.069042
465.28448,500,15707.191957
353.691258,500,15800.376985
59.768675,500,15841.40671
833.467647,500,15882.910836
193.968104,500,15922.653777
695.221816,500,16010.747065
420.238674,500,16049.151905
844.111161,500,16084.776349
380.411637,500,16119.841188
-146.628698,500,16214.749015
800.151207,500,16255.771973
-136.096923,500,16295.684091
586.947708,500,16337.282595
-155.909109,500,16425.974845
561.299693,500,16459.461663
311.827142,500,16492.175564
257.400877,500,16526.601032
863.481919,500,16597.263536
-156.014623,500,16630.18127
240.044227,500,16662.16787
832.471724,500,16695.102362
683.862504,500,16770.42137
360.663176,500,16804.959469
343.563466,500,16840.029837
723.704229,500,16877.862845
866.140289,500,16971.947635
502.87808,500,17012.251933
386.600436,500,17053.380244
337.818653,500,17093.801454
49.588365,500,17181.665837
196.026152,500,17219.561574
410.780131,500,17256.396153
746.643823,500,17293.503615
224.801416,500,17387.486356
508.833635,500,17427.555195
562.928531,500,17469.122601
754.08648,500,17508.914967
250.223011,500,17605.5031
776.157429,500,17647.006458
467.817042,500,17688.638473
-94.495521,500,17725.045423
784.90999,500,17809.241622
609.920199,500,17848.387193
107.372059,500,17885.661364
840.429387,500,17924.36479
443.215022,500,18019.780322
252.823072,500,18061.393655
257.043648,500,18098.889922
872.579122,500,18136.385633
849.827848,500,18233.338563
842.524015,500,18270.128261
364.264045,500,18306.589329
615.232105,500,18340.903501
729.765284,500,18416.029089
593.814895,500,18450.629794
862.775752,500,18485.39277
676.019085,500,18519.997026
803.334004,500,18598.623656
211.690657,500,18634.981271
689.151694,500,18672.237207
868.97563,500,18708.115617
474.980119,500,18787.225877
860.053548,500,18823.132073
678.85892,500,18860.25023
336.27012,500,18898.030465
655.713578,500,18972.612754
831.783553,500,19006.871943
637.632088,500,19040.792177
-46.868692,500,19076.962723
-172.283381,500,19152.476026
786.225327,500,19189.331694
618.86002,500,19226.821388
-44.103497,500,19264.2126
-172.504819,500,19345.371785
872.520006,500,19381.487436
528.051954,500,19415.4127
740.262902,500,19448.338843
-19.487389,500,19516.596997
530.246187,500,19547.432701
664.499798,500,19578.304058
874.436529,500,19608.584264
739.120888,500,19671.957439
369.758192,500,19703.900684
