#{"t_start": 1780311731.4418805, "env_id": "None"}
r,l,t
-142.855533,500,36.771971
119.319867,500,73.886676
390.259674,500,109.839266
487.550673,500,145.307416
259.607684,500,222.686551
203.051948,500,259.179077
347.097914,500,294.794279
722.438744,500,332.143671
-165.775451,500,412.653144
-22.732353,500,448.816234
222.880073,500,483.402377
47.458891,500,518.925596
744.225578,500,600.394882
-150.166771,500,636.046552
54.281914,500,673.973751
641.329726,500,710.784033
357.982486,500,790.806003
413.017736,500,827.421272
0.884622,500,865.163244
154.714202,500,901.695534
446.941949,500,976.651502
-160.053803,500,1010.422821
-169.714086,500,1044.153853
-47.221231,500,1075.315958
-42.128701,500,1143.316348
-146.061983,500,1175.96163
651.970293,500,1207.57256
-171.940381,500,1239.953805
592.891769,500,1308.886139
871.234556,500,1341.060595
451.166589,500,1371.801355
101.7003,500,1403.102129
154.121428,500,1481.95543
67.346306,500,1518.549872
501.818634,500,1555.420414
130.646917,500,1590.249622
116.584141,500,1670.141975
183.943264,500,1707.083793
292.722479,500,1742.115288
662.716011,500,1777.337775
203.897777,500,1855.884114
-170.722684,500,1891.134207
-174.78383,500,1928.208426
867.39217,500,1963.536812
278.114883,500,2042.71969
345.941092,500,2079.385815
224.770518,500,2115.731057
672.125391,500,2153.742584
-90.798214,500,2246.617614
835.351404,500,2286.744226
846.107998,500,2326.598465
-164.363413,500,2368.851579
826.487921,500,2461.430166
535.779663,500,2499.295257
561.010131,500,2538.214886
567.826416,500,2578.083817
411.739855,500,2671.407464
780.755889,500,2711.146485
120.421144,500,2752.681096
-56.894037,500,2791.382206
-141.492694,500,2883.732665
595.689628,500,2921.431758
-143.10752,500,2961.762925
-142.639057,500,3001.39748
430.084386,500,3095.526523
-166.572918,500,3136.404137
377.957697,500,3176.695007
-159.565192,500,3217.624869
-13.113891,500,3305.378875
-161.167548,500,3344.86156
385.603111,500,3386.50534
869.330732,500,3425.995899
878.006966,500,3519.1836
469.95706,500,3560.515114
301.312242,500,3599.77579
479.333539,500,3637.823735
682.327354,500,3726.21478
506.404321,500,3766.920627
252.852868,500,3806.441751
