#{"t_start": 1780282057.07434, "env_id": "None"}
r,l,t
81.139049,500,36.842573
-39.801248,500,71.673894
62.884439,500,106.233741
145.736097,500,139.529656
190.363099,500,214.884058
363.633255,500,249.397963
271.542902,500,285.620216
591.294797,500,319.40127
-169.483571,500,400.158155
-139.334337,500,435.257133
155.100411,500,467.410622
768.35729,500,501.158502
21.803887,500,568.419688
164.753677,500,598.88749
521.688345,500,626.782624
573.040603,500,655.059991
237.806307,500,721.935178
273.828282,500,752.035068
305.943169,500,781.53185
847.838557,500,812.463028
567.920606,500,879.81703
719.963074,500,909.734862
-142.659197,500,944.726578
-144.285988,500,979.25975
548.978685,500,1059.263354
357.493914,500,1091.673663
186.61919,500,1125.054701
-145.298501,500,1160.410956
859.369832,500,1240.629399
166.113138,500,1274.804729
637.665869,500,1309.208771
287.576996,500,1345.133415
150.737665,500,1426.549104
-6.472913,500,1461.81531
364.373251,500,1496.096805
874.350157,500,1527.67991
172.025245,500,1604.013757
-171.805608,500,1638.71478
866.238718,500,1674.48424
592.917574,500,1708.990108
78.012614,500,1789.710854
443.056612,500,1824.042682
365.000941,500,1859.481401
-141.19293,500,1893.832479
526.129138,500,1970.575968
499.768102,500,2003.771477
-171.897354,500,2039.488603
229.779067,500,2075.421472
408.686736,500,2156.401881
854.6658,500,2191.862619
342.85185,500,2224.842684
-150.073032,500,2258.884617
-171.511309,500,2335.977961
246.586004,500,2370.488505
712.325834,500,2405.258293
734.257694,500,2442.075065
840.817104,500,2524.558489
-158.303186,500,2560.793533
68.006559,500,2595.594675
841.920299,500,2630.066371
549.030317,500,2705.082264
595.400555,500,2739.677199
132.298883,500,2773.533946
-121.67343,500,2807.503011
-164.550885,500,2888.318108
-130.11412,500,2924.791853
748.010008,500,2958.713508
849.614239,500,2992.315678
276.354759,500,3069.593799
766.044436,500,3104.828025
842.093071,500,3140.489428
174.938409,500,3175.038839
228.844079,500,3255.926192
876.851478,500,3290.398914
-133.305802,500,3326.229433
670.796067,500,3360.413988
639.4087,500,3442.136394
464.086318,500,3475.693596
589.644617,500,3508.658457
792.418744,500,3542.526409
24.05714,500,3617.972194
512.346234,500,3648.474245
476.447066,500,3677.382588
247.998756,500,3706.863197
