timestep,gain,error_deg,locked,reward
50,0.5411304391796323,10.03899617361282,0.3,0.6110004340702307
100,0.3971555401793865,11.54997154763154,0.1,0.3701312198889885
150,0.48041293399894053,10.157659371091635,0.1,0.46168592412662524
200,0.39975234798481496,11.491688129918568,0.1,0.37570748710553314
250,0.4292904313929822,11.061466554074249,0.2,0.4656659591559681
300,0.4013089503577727,10.844777409934938,0.2,0.4758788816617989
350,0.41715705220546473,10.650224225004823,0.2,0.4336696881017531
400,0.42559649824020906,10.544516022644814,0.4,0.5195836342071605
450,0.36735176851283097,11.372695794608221,0.1,0.2570006334853754
500,0.33582752952096023,12.357614687496831,0.1,0.30095182482931904
550,0.2799047107993217,13.037072408545317,0.0,0.20637580124274132
600,0.2798200052543029,13.015097349075173,0.1,0.24043662979356997
650,0.3717841309825616,12.033802906638488,0.1,0.34084213257116125
700,0.338164014494646,12.17587714214329,0.0,0.2619916309465589
750,0.2530286867710381,13.569846352898443,0.1,0.2278318452944675
800,0.3115140521427594,13.309319307257596,0.1,0.27004075075642314
850,0.3883429440699224,12.40340701499346,0.2,0.4287115201778796
900,0.46702123713066196,11.169199491919265,0.2,0.5482190687114101
950,0.3838859126638813,12.583026632290977,0.0,0.3062418406744629
1000,0.37534936230942867,12.843065311647683,0.0,0.3179697055895729
1050,0.26571791981499904,14.097408970619261,0.0,0.18858234284357792
1100,0.35289918768695194,13.499718132123466,0.2,0.3797876445090178
1150,0.40112309916089617,12.802406537462067,0.2,0.4539322310933763
1200,0.3290637699952937,13.50636438968517,0.0,0.21111654362379415
1250,0.311427144807371,12.968597751280816,0.0,0.2345185900912427
1300,0.3186940366998906,13.096476395019085,0.0,0.27806731790307926
1350,0.42874309213185235,12.279664079888887,0.2,0.46612186848845855
1400,0.38612386315124797,12.989084573767201,0.1,0.39179735111967107
1450,0.321189114695576,13.742530562026502,0.0,0.26264832428822515
1500,0.28521394280730494,14.28064604643652,0.1,0.23912980006870654
1550,0.25099835482018623,15.289578032919625,0.0,0.1026118791014762
1600,0.24277736522277288,15.242158423727313,0.0,0.156342817186583
1650,0.3504410864785382,14.233298863720089,0.2,0.3554975514076966
1700,0.32033233382330595,15.365830133414528,0.0,0.2744498025347664
1750,0.4179056022289943,14.356234859098015,0.0,0.332175592205592
1800,0.3976116690386522,14.159781582473702,0.1,0.3557305910608568
1850,0.4001148801778158,14.98676222794881,0.2,0.43102941882881024
1900,0.39220096398933885,15.136269728230374,0.2,0.40639265796256563
1950,0.3741760934088446,16.198646060405537,0.3,0.43491262380021184
2000,0.3464081498097336,16.567265693833562,0.0,0.2895772150804773
2050,0.2944660980589508,16.8643731288342,0.0,0.13061816275311577
2100,0.285844111586361,18.195579473483075,0.0,0.18565283283016346
2150,0.24015476600498112,18.538519593765233,0.1,0.19265185375675725
2200,0.25186485891009797,19.977405034116885,0.1,0.1468835217659688
2250,0.2517454071707784,19.633206574232958,0.1,0.13716973164503524
2300,0.2129612136909212,19.600534003938677,0.0,0.029773380653130427
2350,0.1714520272650078,19.4916769131373,0.1,0.05097704813999356
2400,0.14507380192559072,20.136460520453028,0.0,-0.05371872933838551
2450,0.12313327279152245,20.276591834771118,0.0,-0.08870476147864179
2500,0.08533061504339218,22.129076864493065,0.0,-0.21631240601094898
2550,0.08579552611145191,22.201197910705304,0.0,-0.1912803326066655
2600,0.10886395336346648,22.818255053650258,0.1,-0.1110682766875954
2650,0.1255435407769224,22.821599660574687,0.1,-0.076797792874126
2700,0.13016534189996473,22.789768718368485,0.0,-0.11948334069008318
2750,0.1361308004461223,22.417851734178633,0.0,-0.08691415072245993
2800,0.11298189996168018,21.67208858963499,0.0,-0.06635113584467682
2850,0.09994998649939371,22.855535725872816,0.0,-0.10341495211973964
2900,0.13602392646253436,22.17673864628117,0.1,-0.0266460155161663
2950,0.1542278371577101,21.77249465252689,0.1,0.03232419311552824
3000,0.18364296464433771,21.068139730855343,0.1,0.0479813935337209
3050,0.22163066569729722,19.44065573016049,0.1,0.04764900429005649
3100,0.19677784877628127,18.77345498972564,0.1,0.056032038090991346
3150,0.17260646637180072,19.650132781926906,0.1,0.023945139868989773
3200,0.21900021258003893,18.097859465948503,0.1,0.09610982228221401
3250,0.16389734798154737,19.2358093582016,0.0,0.00925345122757718
3300,0.18090326822681235,18.86737294591199,0.0,0.04853419227265719
3350,0.15129323004187506,19.445453683253294,0.0,-0.01041941217080442
3400,0.220266237744463,18.67204492135115,0.1,0.11085007013094883
3450,0.22943926353009472,17.679454899895976,0.1,0.11816357865946454
3500,0.1779893296185484,18.11643846793124,0.0,0.020156680560910866
3550,0.1303399954408066,18.417051019078407,0.0,-0.0735222598734652
3600,0.14527382122902485,17.846561573955,0.0,-0.03930138416575986
3650,0.09172891283313227,18.82628782562492,0.0,-0.14244000813145136
3700,0.09749368404747165,17.823276596374882,0.0,-0.1042766007306661
3750,0.07940855215369094,18.721808245013378,0.0,-0.15294838686837772
3800,0.11304611547206718,18.518757865715113,0.0,-0.05602843776807107
3850,0.10345455134112136,18.979979261383995,0.0,-0.13039544714248574
3900,0.12322437064424993,18.199129013514614,0.0,-0.0885459396678517
3950,0.12211236995234195,17.632605254179968,0.0,-0.088748156646083
4000,0.16185866672690924,17.343462192600764,0.1,0.03139192919744843
4050,0.11980933819239288,18.081491747672544,0.1,-0.04761623805872063
4100,0.11899120861171937,17.484132923706863,0.0,-0.0880247130974545
4150,0.13975468577683733,17.265032795769706,0.0,-0.07765687780027072
4200,0.18216937425899501,16.591786435914784,0.1,0.06857357129756961
4250,0.27321442333310075,15.84760822875053,0.1,0.23647694648398013
