#{"t_start": 1780269632.8578172, "env_id": "None"}
r,l,t
475.785762,500,26.202599
385.493467,500,48.770671
268.270784,500,72.740824
771.424345,500,96.772528
534.772277,500,145.524314
844.903961,500,169.968108
791.473494,500,193.369035
858.609088,500,217.256067
-164.389452,500,265.384526
-146.995388,500,290.222903
430.383779,500,314.8668
881.528031,500,337.934579
-134.598301,500,386.264046
157.953704,500,411.387563
378.767896,500,436.19781
772.281832,500,461.352977
342.599955,500,513.495967
-153.298476,500,538.597381
676.095444,500,564.01392
882.107934,500,587.845943
795.04783,500,640.322388
866.020626,500,665.200395
405.785607,500,690.148992
470.613059,500,715.129922
882.912454,500,769.713
883.280272,500,795.322475
879.58912,500,820.371255
387.384326,500,845.922789
875.370769,500,898.360033
659.135152,500,923.637178
712.691929,500,948.850377
815.196907,500,974.715299
881.75292,500,1026.439643
806.48117,500,1052.332628
846.194877,500,1077.816113
865.311164,500,1102.544809
-126.147362,500,1154.277079
781.83387,500,1179.136959
749.834749,500,1204.184292
883.433698,500,1230.053159
830.225612,500,1283.477659
881.872403,500,1308.946312
872.886339,500,1334.82332
800.64733,500,1360.255822
881.778696,500,1415.84812
646.761627,500,1441.245748
808.347654,500,1466.827136
817.529762,500,1491.519337
742.692375,500,1544.930838
882.588161,500,1570.764761
826.90788,500,1595.613521
794.817413,500,1621.24223
592.401316,500,1675.891897
853.450016,500,1701.521833
790.298158,500,1727.319962
881.634848,500,1752.255795
882.56609,500,1804.045965
774.014191,500,1829.153808
399.335167,500,1853.941526
867.399647,500,1880.012132
717.57685,500,1934.502656
885.295474,500,1960.59593
884.416642,500,1985.39494
804.1369,500,2010.731645
802.353785,500,2062.541244
784.651207,500,2087.312334
884.286325,500,2111.647743
881.224912,500,2136.305874
808.7601,500,2186.91523
884.799431,500,2211.890073
881.218456,500,2236.738417
802.100576,500,2261.78214
837.092493,500,2313.461499
869.410673,500,2338.019174
810.422762,500,2362.613101
881.354034,500,2387.51264
884.412731,500,2439.201244
877.116248,500,2464.000847
884.182523,500,2489.010808
884.951906,500,2514.117824
786.89102,500,2566.477714
843.309836,500,2591.151042
853.51438,500,2616.366318
847.448586,500,2641.70371
802.584178,500,2693.452941
821.526831,500,2718.333079
884.515421,500,2742.717396
884.991312,500,2766.926579
884.622398,500,2819.244264
793.650117,500,2843.958036
776.604527,500,2869.460655
