#{"t_start": 1780269632.1582341, "env_id": "None"}
r,l,t
-3.458725,500,26.901778
163.517721,500,49.4698
811.070712,500,73.440047
875.400313,500,97.471619
718.367267,500,146.223511
870.910797,500,170.666906
344.565932,500,194.068178
876.975083,500,217.956583
-173.917204,500,266.083721
-133.978115,500,290.922198
791.854485,500,315.565932
880.046022,500,338.633761
875.439535,500,386.963191
881.009364,500,412.086854
743.632647,500,436.896754
661.770066,500,462.052335
852.517311,500,514.195113
846.741847,500,539.295831
-157.339194,500,564.714355
753.261728,500,588.545099
877.697894,500,641.021091
650.584673,500,665.899341
417.799168,500,690.84809
881.003035,500,715.829054
-158.238361,500,770.412293
882.475812,500,796.021957
880.215032,500,821.070588
659.530013,500,846.622132
697.008253,500,899.059606
884.190227,500,924.337516
767.467178,500,949.549618
880.525075,500,975.414722
883.292474,500,1027.13897
825.87733,500,1053.031829
884.357428,500,1078.515415
847.434461,500,1103.244058
882.168271,500,1154.976314
880.713666,500,1179.836208
638.621346,500,1204.882628
881.732759,500,1230.751754
685.408739,500,1284.176802
822.156436,500,1309.645654
734.987877,500,1335.521988
883.099127,500,1360.95517
882.338379,500,1416.547292
803.008655,500,1441.944904
882.002196,500,1467.526407
854.390723,500,1492.218519
825.80819,500,1545.62933
881.974461,500,1571.463945
883.248856,500,1596.312741
807.483708,500,1621.94174
881.671159,500,1676.591077
880.865549,500,1702.221032
839.922026,500,1728.019745
884.573009,500,1752.954925
882.568626,500,1804.74536
843.771811,500,1829.853124
833.205641,500,1854.6406
778.330709,500,1880.711539
781.17106,500,1935.201971
753.493678,500,1961.295376
803.136741,500,1986.093345
781.72742,500,2011.430788
884.050317,500,2063.240449
809.412725,500,2088.01161
851.206864,500,2112.346927
820.401261,500,2137.00527
884.474245,500,2187.614772
782.84132,500,2212.58936
880.390584,500,2237.437609
883.880521,500,2262.481496
877.195936,500,2314.160835
884.563857,500,2338.718421
881.027607,500,2363.312442
883.612034,500,2388.212021
884.099924,500,2439.900478
884.416663,500,2464.700231
826.914966,500,2489.710064
790.799837,500,2514.81714
884.891097,500,2567.177215
842.769516,500,2591.850409
843.925283,500,2617.065643
656.293165,500,2642.403579
607.57147,500,2694.152653
880.926064,500,2719.032553
780.639599,500,2743.416648
786.26291,500,2767.62599
799.715999,500,2819.943608
845.656714,500,2844.657348
782.965381,500,2870.160083
832.883046,500,2895.112948
813.965487,500,2946.649396
822.473777,500,2971.676554
876.156867,500,2996.109122
822.401495,500,3021.027989
787.950802,500,3072.467059
884.936299,500,3097.083869
808.111896,500,3121.376725
884.356105,500,3146.116266
799.070976,500,3197.291772
883.952757,500,3222.287339
829.020949,500,3247.509366
884.708395,500,3273.031661
885.347785,500,3324.574874
884.916446,500,3349.276521
885.169882,500,3374.625466
884.872418,500,3399.581293
885.082933,500,3451.226749
884.658314,500,3475.428928
810.100296,500,3500.189762
837.054824,500,3525.286118
794.742031,500,3576.800832
810.472191,500,3602.132773
840.543277,500,3627.121441
836.074006,500,3651.258343
796.062764,500,3703.413235
768.289055,500,3727.747058
883.273888,500,3752.412549
809.826555,500,3777.860438
824.302763,500,3829.888714
786.942444,500,3854.850693
882.129755,500,3879.170482
802.854812,500,3903.995445
885.558403,500,3956.310805
885.38711,500,3981.246286
623.179302,500,4006.625484
795.560603,500,4031.433454
685.305542,500,4082.656789
780.185143,500,4107.630959
806.31654,500,4132.047101
816.670946,500,4156.497285
768.153616,500,4206.637411
882.813133,500,4231.114214
782.379012,500,4256.305364
885.116972,500,4280.918908
885.255421,500,4331.936991
722.669197,500,4357.156898
883.61621,500,4381.449454
821.421735,500,4406.39215
882.789719,500,4457.561805
885.654229,500,4482.651304
882.13606,500,4508.16339
815.089787,500,4532.298811
879.047773,500,4582.053541
665.559241,500,4607.020551
882.767039,500,4632.25335
847.809626,500,4657.18807
883.34512,500,4709.396692
882.634628,500,4734.427895
833.6814,500,4759.489578
884.813111,500,4783.496562
787.640918,500,4835.422932
624.848202,500,4860.554787
828.983746,500,4885.319118
592.608407,500,4909.745062
819.614603,500,4959.58043
778.503812,500,4984.613879
885.030707,500,5009.716775
884.595858,500,5034.365644
879.877709,500,5087.513008
798.696323,500,5111.921409
884.580694,500,5136.677764
872.044664,500,5162.270616
875.213217,500,5214.651542
854.868812,500,5240.228202
883.293235,500,5264.210205
878.151372,500,5288.376131
885.162695,500,5342.129594
826.641752,500,5366.361378
884.311324,500,5391.492489
882.734255,500,5416.802445
871.025662,500,5468.662223
881.965424,500,5494.160956
883.61663,500,5519.0483
885.160484,500,5543.535929
774.686723,500,5596.008038
884.490771,500,5619.955407
808.36645,500,5645.033377
882.178532,500,5670.336337
884.794598,500,5722.516457
853.580384,500,5747.961349
884.517677,500,5772.816288
885.135988,500,5797.549858
810.578934,500,5854.958139
884.694105,500,5879.722438
802.865366,500,5904.848055
884.947175,500,5929.524575
780.113434,500,5985.27028
835.93953,500,6010.403846
883.672712,500,6034.988134
857.961606,500,6060.389101
578.111335,500,6117.685172
882.715932,500,6142.247273
844.934064,500,6166.935027
884.536996,500,6192.858286
792.367924,500,6246.092701
863.275566,500,6270.279307
779.87035,500,6295.52199
884.828825,500,6320.832933
882.302101,500,6375.121665
797.06586,500,6399.55447
882.726631,500,6424.336768
813.966176,500,6449.564889
882.686116,500,6504.067383
807.303183,500,6529.110484
885.042463,500,6553.892021
884.804229,500,6578.100212
831.879806,500,6634.312085
865.396918,500,6659.449747
684.226195,500,6683.863238
879.787716,500,6708.899523
885.370829,500,6765.517112
884.03798,500,6791.085408
882.683844,500,6816.242584
817.646677,500,6840.976241
850.550223,500,6898.443507
884.081418,500,6924.339402
882.74721,500,6948.715828
883.854457,500,6973.251945
